recall_Recommend_article,recall_Content_surprise,recall_view_opinion,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,race-Comment,education-Comment,gender-Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude
Moderately,Moderately,Moderately,fef77a852fd7,txt,drugOverdose,two,A little,Not at All,Not at All,Not at All,Minor Problem,Neutral,Strongly Favor,Moderate problem,Moderate Priority,Somewhat Favor,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,22,,,,1679529522990.0,1679530018862.0,8.264533333333333,second,7,June,27,"Both teams were affected by poor turf conditions during Super Bowl 2023, which slowed down the Eagles' pass rushers and caused frustration for players, although it was not used as an excuse for the Eagles' loss to the Chiefs.",0
Moderately,Not at All,Moderately,fef77a852fd7,txt,population,two,A little,Not at All,Not at All,Not at All,Minor Problem,Neutral,Strongly Favor,Moderate problem,Moderate Priority,Somewhat Favor,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,22,,,,1679529522990.0,1679530018862.0,8.264533333333333,second,7,June,27,"Both teams were affected by poor turf conditions during Super Bowl 2023, which slowed down the Eagles' pass rushers and caused frustration for players, although it was not used as an excuse for the Eagles' loss to the Chiefs.",0
Moderately,Moderately,Moderately,fef77a852fd7,txt,opioids,two,A little,Not at All,Not at All,Not at All,Minor Problem,Neutral,Strongly Favor,Moderate problem,Moderate Priority,Somewhat Favor,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,22,,,,1679529522990.0,1679530018862.0,8.264533333333333,second,7,June,27,"Both teams were affected by poor turf conditions during Super Bowl 2023, which slowed down the Eagles' pass rushers and caused frustration for players, although it was not used as an excuse for the Eagles' loss to the Chiefs.",0
Moderately,A little,A lot,4d31a1ac1fca,visual,drugOverdose,two,Moderately,Moderately,A little,Moderately,Serious problem,High Priority,Strongly Favor,serious problem,High Priority,Strongly Favor,Man,White/Caucasian/European,Undergraduate,39,,,,1679529527550.0,1679532479677.0,49.20211666666667,second,8,Emily,0,"Poor field conditions affected both teams in the Eagles vs. Chiefs game, but the players did not use it as an excuse and acknowledged the Chiefs' victory, although one player suggested improving the field for future games.",0
A little,Moderately,Extremely,4d31a1ac1fca,visual,population,two,Moderately,Moderately,A little,Moderately,Serious problem,High Priority,Strongly Favor,serious problem,High Priority,Strongly Favor,Man,White/Caucasian/European,Undergraduate,39,,,,1679529527550.0,1679532479677.0,49.20211666666667,second,8,Emily,0,"Poor field conditions affected both teams in the Eagles vs. Chiefs game, but the players did not use it as an excuse and acknowledged the Chiefs' victory, although one player suggested improving the field for future games.",0
Moderately,A little,Extremely,4d31a1ac1fca,visual,opioids,two,Moderately,Moderately,A little,Moderately,Serious problem,High Priority,Strongly Favor,serious problem,High Priority,Strongly Favor,Man,White/Caucasian/European,Undergraduate,39,,,,1679529527550.0,1679532479677.0,49.20211666666667,second,8,Emily,0,"Poor field conditions affected both teams in the Eagles vs. Chiefs game, but the players did not use it as an excuse and acknowledged the Chiefs' victory, although one player suggested improving the field for future games.",0
Extremely,A lot,Extremely,1e8d5aea9fca,txt,drugOverdose,two,Moderately,Moderately,Moderately,A lot,Extremely serious problem,Moderate Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Man,White/Caucasian/European,other,36,,vocational college,,1679529543852.0,1679530952400.0,23.4758,second,8,Emily,27,Eagles used the field conditions as an excuse for playing poorly even though both teams were playing on the exact same turf.,0
Extremely,Extremely,Extremely,1e8d5aea9fca,txt,population,two,Moderately,Moderately,Moderately,A lot,Extremely serious problem,Moderate Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Man,White/Caucasian/European,other,36,,vocational college,,1679529543852.0,1679530952400.0,23.4758,second,8,Emily,27,Eagles used the field conditions as an excuse for playing poorly even though both teams were playing on the exact same turf.,0
Extremely,Extremely,Extremely,1e8d5aea9fca,txt,opioids,two,Moderately,Moderately,Moderately,A lot,Extremely serious problem,Moderate Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Man,White/Caucasian/European,other,36,,vocational college,,1679529543852.0,1679530952400.0,23.4758,second,8,Emily,27,Eagles used the field conditions as an excuse for playing poorly even though both teams were playing on the exact same turf.,0
Extremely,Extremely,Extremely,4aa914aa5456,visual,drugOverdose,two,Extremely,Extremely,Extremely,Extremely,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,White/Caucasian/European,High School,36,,,,1679529559590.0,1679530696683.0,18.95155,second,8,Emily,0,Although the Eagles didn't want to blame the turf for their loss against the Chiefs it was a contributing factor for the pass rushers. ,0
Extremely,A lot,Extremely,4aa914aa5456,visual,population,two,Extremely,Extremely,Extremely,Extremely,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,White/Caucasian/European,High School,36,,,,1679529559590.0,1679530696683.0,18.95155,second,8,Emily,0,Although the Eagles didn't want to blame the turf for their loss against the Chiefs it was a contributing factor for the pass rushers. ,0
Extremely,Extremely,Extremely,4aa914aa5456,visual,opioids,two,Extremely,Extremely,Extremely,Extremely,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,White/Caucasian/European,High School,36,,,,1679529559590.0,1679530696683.0,18.95155,second,8,Emily,0,Although the Eagles didn't want to blame the turf for their loss against the Chiefs it was a contributing factor for the pass rushers. ,0
Extremely,Extremely,Extremely,902f02bd670e,control,drugOverdose,two,A little,A little,Moderately,Moderately,Extremely serious problem,Moderate Priority,Neutral,Extremely serious problem,High Priority,Strongly Oppose,Man,White/Caucasian/European,High School,26,,,,1679529570124.0,1679530635604.0,17.758,second,8,Emily,0,The field conditions for the Super Bowl were poor and the Eagles felt like it didn't decide who won the game.,0
Extremely,A lot,Extremely,902f02bd670e,control,population,two,A little,A little,Moderately,Moderately,Extremely serious problem,Moderate Priority,Neutral,Extremely serious problem,High Priority,Strongly Oppose,Man,White/Caucasian/European,High School,26,,,,1679529570124.0,1679530635604.0,17.758,second,8,Emily,0,The field conditions for the Super Bowl were poor and the Eagles felt like it didn't decide who won the game.,0
Extremely,Extremely,Extremely,902f02bd670e,control,opioids,two,A little,A little,Moderately,Moderately,Extremely serious problem,Moderate Priority,Neutral,Extremely serious problem,High Priority,Strongly Oppose,Man,White/Caucasian/European,High School,26,,,,1679529570124.0,1679530635604.0,17.758,second,8,Emily,0,The field conditions for the Super Bowl were poor and the Eagles felt like it didn't decide who won the game.,0
Moderately,Moderately,Moderately,b9074d2b14cc,control,drugOverdose,two,Moderately,Moderately,Moderately,A lot,Extremely serious problem,High Priority,Somewhat Oppose,Extremely serious problem,High Priority,Somewhat Oppose,Man,African American/Black,Undergraduate,33,,,,1679529659383.0,1679530436959.0,12.9596,first,8,Emily,3,The field for the Superbowl was bad.,0
Moderately,Moderately,Moderately,b9074d2b14cc,control,population,two,Moderately,Moderately,Moderately,A lot,Extremely serious problem,High Priority,Somewhat Oppose,Extremely serious problem,High Priority,Somewhat Oppose,Man,African American/Black,Undergraduate,33,,,,1679529659383.0,1679530436959.0,12.9596,first,8,Emily,3,The field for the Superbowl was bad.,0
Extremely,A lot,Extremely,b9074d2b14cc,control,opioids,two,Moderately,Moderately,Moderately,A lot,Extremely serious problem,High Priority,Somewhat Oppose,Extremely serious problem,High Priority,Somewhat Oppose,Man,African American/Black,Undergraduate,33,,,,1679529659383.0,1679530436959.0,12.9596,first,8,Emily,3,The field for the Superbowl was bad.,0
Extremely,A little,Extremely,d5761ae6f1ef,visual,population,two,Extremely,Extremely,Extremely,Extremely,Moderate problem,High Priority,Somewhat Favor,Moderate problem,High Priority,Somewhat Favor,Man,African American/Black,High School,41,,,,1679529906022.0,1679531595288.0,28.154433333333333,2nd,8,Emily,0,Someone (who may have benefitted from a smidgeon of Polish) was explaining why The Eagles football team lost a particular game — apparently Field Conditions may (or may not) have been a contributor for this.,0
Extremely,A little,Extremely,d5761ae6f1ef,visual,opioids,two,Extremely,Extremely,Extremely,Extremely,Moderate problem,High Priority,Somewhat Favor,Moderate problem,High Priority,Somewhat Favor,Man,African American/Black,High School,41,,,,1679529906022.0,1679531595288.0,28.154433333333333,2nd,8,Emily,0,Someone (who may have benefitted from a smidgeon of Polish) was explaining why The Eagles football team lost a particular game — apparently Field Conditions may (or may not) have been a contributor for this.,0
Not at All,A little,Moderately,63743f36ff75,control,drugOverdose,two,Moderately,Moderately,Moderately,Moderately,Moderate problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,White/Caucasian/European,Undergraduate,45,,,,1679530028133.0,1679531242971.0,20.2473,first,7,June,9,The Philadelphia Eagles said that the turf did make it more difficult to play but they did not use it as an excuse for losing.,0
Not at All,A little,Moderately,63743f36ff75,control,population,two,Moderately,Moderately,Moderately,Moderately,Moderate problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,White/Caucasian/European,Undergraduate,45,,,,1679530028133.0,1679531242971.0,20.2473,first,7,June,9,The Philadelphia Eagles said that the turf did make it more difficult to play but they did not use it as an excuse for losing.,0
Not at All,A little,Moderately,63743f36ff75,control,opioids,two,Moderately,Moderately,Moderately,Moderately,Moderate problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,White/Caucasian/European,Undergraduate,45,,,,1679530028133.0,1679531242971.0,20.2473,first,7,June,9,The Philadelphia Eagles said that the turf did make it more difficult to play but they did not use it as an excuse for losing.,0
A little,Moderately,Moderately,a840c3d1138e,control,drugOverdose,two,Moderately,Moderately,A little,Moderately,Serious problem,Moderate Priority,Somewhat Favor,Moderate problem,Moderate Priority,Neutral,Man,White/Caucasian/European,High School,28,,,,1679530252573.0,1679530958385.0,11.763533333333331,second,8,June,27,The eagles played on poor turf and it was a point of frustration for many of the players.,0
A little,Moderately,A little,a840c3d1138e,control,population,two,Moderately,Moderately,A little,Moderately,Serious problem,Moderate Priority,Somewhat Favor,Moderate problem,Moderate Priority,Neutral,Man,White/Caucasian/European,High School,28,,,,1679530252573.0,1679530958385.0,11.763533333333331,second,8,June,27,The eagles played on poor turf and it was a point of frustration for many of the players.,0
Moderately,A lot,Moderately,a840c3d1138e,control,opioids,two,Moderately,Moderately,A little,Moderately,Serious problem,Moderate Priority,Somewhat Favor,Moderate problem,Moderate Priority,Neutral,Man,White/Caucasian/European,High School,28,,,,1679530252573.0,1679530958385.0,11.763533333333331,second,8,June,27,The eagles played on poor turf and it was a point of frustration for many of the players.,0
A lot,Extremely,A lot,3f78a3fdb08d,visual,drugOverdose,two,A lot,A lot,A lot,A lot,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Man,Hispanic/Latino,High School,24,,,,1679530312035.0,1679532423826.0,35.19651666666667,second,eight,Emily,27,It was about a game regarding the eagles in the NFL playing in poor conditions. ,0
Not at All,Extremely,Not at All,3f78a3fdb08d,visual,population,two,A lot,A lot,A lot,A lot,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Man,Hispanic/Latino,High School,24,,,,1679530312035.0,1679532423826.0,35.19651666666667,second,eight,Emily,27,It was about a game regarding the eagles in the NFL playing in poor conditions. ,0
A lot,Not at All,Moderately,3f78a3fdb08d,visual,opioids,two,A lot,A lot,A lot,A lot,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Man,Hispanic/Latino,High School,24,,,,1679530312035.0,1679532423826.0,35.19651666666667,second,eight,Emily,27,It was about a game regarding the eagles in the NFL playing in poor conditions. ,0
A lot,Not at All,A lot,dbde49a42516,txt,drugOverdose,two,A lot,A little,Moderately,Moderately,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,Moderate Priority,Neutral,Woman,White/Caucasian/European,High School,40,,,,1679530505196.0,1679531749304.0,20.735133333333334,second,8,Emily,27,Bad turf conditions made it difficult for the players during the NFL game between the Eagles and the Chiefs.,0
Moderately,A little,Moderately,dbde49a42516,txt,population,two,A lot,A little,Moderately,Moderately,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,Moderate Priority,Neutral,Woman,White/Caucasian/European,High School,40,,,,1679530505196.0,1679531749304.0,20.735133333333334,second,8,Emily,27,Bad turf conditions made it difficult for the players during the NFL game between the Eagles and the Chiefs.,0
Moderately,A little,Moderately,dbde49a42516,txt,opioids,two,A lot,A little,Moderately,Moderately,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,Moderate Priority,Neutral,Woman,White/Caucasian/European,High School,40,,,,1679530505196.0,1679531749304.0,20.735133333333334,second,8,Emily,27,Bad turf conditions made it difficult for the players during the NFL game between the Eagles and the Chiefs.,0
