Unnamed: 0,article_recommend,article_surprise,article_interest,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,race.Comment,education.Comment,gender.Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude,topic_involvement,attitude_pre,attitude_post,recall_rmse,recall_signed_err,recall_rmse.sc,vis_elic_rmse,vis_elic_signed_err,vis_elic_rmse.sc
749,2,4,3,f6f27b27abce,Categorize,Synthetic opioids,two,2,2,1,2,4,4,4,4,4,4,Man,White/Caucasian/European,Undergraduate,32,,,,1679527879195,1679528653713,12.9086333333333,2,8,Emily,0,The poor field conditions effected both teams during the super bowl,0,7,12,12,12170.2888853111,7848.99722991689,0.152128611066389,,,
750,2,3,4,fe6715337b32,Control,Drug overdoses,two,3,3,3,3,4,4,3,5,4,3,Woman,White/Caucasian/European,Undergraduate,52,,,,1679527913900,1679528719489,13.4264833333333,first,8,June,27,The head coach of the Eagles criticized the field conditions for the 2023 Superbowl but said they did not change the outcome of the game.,0,12,11,12,5631.73553940477,-4061.58204334365,0.0703966942425596,,,
751,2,3,3,fe6715337b32,Control,Drug-use disorder,two,3,3,3,3,4,4,3,5,4,3,Woman,White/Caucasian/European,Undergraduate,52,,,,1679527913900,1679528719489,13.4264833333333,first,8,June,27,The head coach of the Eagles criticized the field conditions for the 2023 Superbowl but said they did not change the outcome of the game.,0,12,11,12,0.382588495391215,0.339615583075335,0.0382588495391215,,,
752,2,2,2,fe6715337b32,Control,Synthetic opioids,two,3,3,3,3,4,4,3,5,4,3,Woman,White/Caucasian/European,Undergraduate,52,,,,1679527913900,1679528719489,13.4264833333333,first,8,June,27,The head coach of the Eagles criticized the field conditions for the 2023 Superbowl but said they did not change the outcome of the game.,0,12,11,12,8158.21306394689,1423.09695290859,0.101977663299336,,,
753,3,2,4,b92141e5912a,Categorize,Drug overdoses,two,3,2,3,4,4,4,5,4,4,5,Man,White/Caucasian/European,Undergraduate,45,,,,1679528000736,1679528690007,11.48785,second,eight,Emily,27,Poor turf conditions were a point of frustration for both teams in the Super Bowl.,0,12,13,13,9610.00470727968,-6890.78740970073,0.120125058840996,,,
754,2,2,4,b92141e5912a,Categorize,Drug-use disorder,two,3,2,3,4,4,4,5,4,4,5,Man,White/Caucasian/European,Undergraduate,45,,,,1679528000736,1679528690007,11.48785,second,eight,Emily,27,Poor turf conditions were a point of frustration for both teams in the Super Bowl.,0,12,13,13,2.04517960822868,1.04752966976264,0.204517960822868,,,
755,2,3,4,b92141e5912a,Categorize,Synthetic opioids,two,3,2,3,4,4,4,5,4,4,5,Man,White/Caucasian/European,Undergraduate,45,,,,1679528000736,1679528690007,11.48785,second,eight,Emily,27,Poor turf conditions were a point of frustration for both teams in the Super Bowl.,0,12,13,13,6216.71781694689,388.240073868883,0.0777089727118361,,,
756,3,4,4,a9e1396c8fb9,Control,Drug overdoses,two,3,3,4,4,4,5,4,4,5,5,Man,White/Caucasian/European,Masters,39,,,,1679528029325,1679528709447,11.3353666666667,second,8,emily,27,The field turf in the Super Bowl had an effect on the game in that the Eagles pass rush was non existent.,0,14,13,14,8294.99436478236,-4786.61167279412,0.103687429559779,,,
757,3,4,4,a9e1396c8fb9,Control,Drug-use disorder,two,3,3,4,4,4,5,4,4,5,5,Man,White/Caucasian/European,Masters,39,,,,1679528029325,1679528709447,11.3353666666667,second,8,emily,27,The field turf in the Super Bowl had an effect on the game in that the Eagles pass rush was non existent.,0,14,13,14,1.06661991934351,1.03899841623533,0.106661991934351,,,
758,3,4,4,a9e1396c8fb9,Control,Synthetic opioids,two,3,3,4,4,4,5,4,4,5,5,Man,White/Caucasian/European,Masters,39,,,,1679528029325,1679528709447,11.3353666666667,second,8,emily,27,The field turf in the Super Bowl had an effect on the game in that the Eagles pass rush was non existent.,0,14,13,14,19115.1512745328,-5493.54311302516,0.238939390931659,,,
759,5,2,5,c9d4c4d962b5,Categorize,Drug overdoses,two,4,4,4,5,5,5,5,5,5,5,Man,White/Caucasian/European,High School,33,,,,1679528069611,1679530341309,37.8616333333333,Second place,8,Emily,9,"The condition of the field at the SuperBowl in 2023 is drawing ire, while the Eagles said it did not decide the game and Eagles player Reddick said the Chiefs deserved to win, both teams had to adjust their style of play and their stats were noticeably different from the normal games they play on fields that had better conditions during the season.",0,17,15,15,5821.23311825393,-1792.50934436275,0.0727654139781741,,,
760,4,3,4,c9d4c4d962b5,Categorize,Drug-use disorder,two,4,4,4,5,5,5,5,5,5,5,Man,White/Caucasian/European,High School,33,,,,1679528069611,1679530341309,37.8616333333333,Second place,8,Emily,9,"The condition of the field at the SuperBowl in 2023 is drawing ire, while the Eagles said it did not decide the game and Eagles player Reddick said the Chiefs deserved to win, both teams had to adjust their style of play and their stats were noticeably different from the normal games they play on fields that had better conditions during the season.",0,17,15,15,0.146229807360058,-0.0932185973176276,0.0146229807360058,,,
761,5,5,5,c9d4c4d962b5,Categorize,Synthetic opioids,two,4,4,4,5,5,5,5,5,5,5,Man,White/Caucasian/European,High School,33,,,,1679528069611,1679530341309,37.8616333333333,Second place,8,Emily,9,"The condition of the field at the SuperBowl in 2023 is drawing ire, while the Eagles said it did not decide the game and Eagles player Reddick said the Chiefs deserved to win, both teams had to adjust their style of play and their stats were noticeably different from the normal games they play on fields that had better conditions during the season.",0,17,15,15,14511.1301223741,10598.2334732802,0.181389126529676,,,
762,1,2,2,4260ddaf11b3,Control,Drug overdoses,two,2,1,1,1,3,3,2,3,2,2,Woman,White/Caucasian/European,Masters,39,,,,1679528094932,1679529658208,26.0546,2nd,8,Emily,3,"The turf conditions during the Super Bowl were bad, but Reddick didn't want to use that as an excuse since they all played on the same field. ",0,5,8,7,9312.79762909032,-5133.56346749226,0.116409970363629,,,
763,1,1,1,4260ddaf11b3,Control,Drug-use disorder,two,2,1,1,1,3,3,2,3,2,2,Woman,White/Caucasian/European,Masters,39,,,,1679528094932,1679529658208,26.0546,2nd,8,Emily,3,"The turf conditions during the Super Bowl were bad, but Reddick didn't want to use that as an excuse since they all played on the same field. ",0,5,8,7,0.55374257889523,0.541015221878224,0.055374257889523,,,
764,1,2,2,4260ddaf11b3,Control,Synthetic opioids,two,2,1,1,1,3,3,2,3,2,2,Woman,White/Caucasian/European,Masters,39,,,,1679528094932,1679529658208,26.0546,2nd,8,Emily,3,"The turf conditions during the Super Bowl were bad, but Reddick didn't want to use that as an excuse since they all played on the same field. ",0,5,8,7,12296.0914576433,-1077.59556786704,0.153701143220542,,,
765,5,4,4,3fe5b913f1fe,Categorize,Drug overdoses,two,1,3,3,4,3,3,1,3,3,3,Woman,White/Caucasian/European,Masters,57,,,,1679528201427,1679528863451,11.0337333333333,2,8,Emily,27,The eagles have complained about the conditions of the playing field although they assure that it is not the reason for having lost,0,11,7,9,22996.4112397474,-17696.7991647317,0.287455140496842,,,
766,4,5,4,3fe5b913f1fe,Categorize,Drug-use disorder,two,1,3,3,4,3,3,1,3,3,3,Woman,White/Caucasian/European,Masters,57,,,,1679528201427,1679528863451,11.0337333333333,2,8,Emily,27,The eagles have complained about the conditions of the playing field although they assure that it is not the reason for having lost,0,11,7,9,0.316336974314961,-0.0475974950012898,0.0316336974314961,,,
767,4,4,5,3fe5b913f1fe,Categorize,Synthetic opioids,two,1,3,3,4,3,3,1,3,3,3,Woman,White/Caucasian/European,Masters,57,,,,1679528201427,1679528863451,11.0337333333333,2,8,Emily,27,The eagles have complained about the conditions of the playing field although they assure that it is not the reason for having lost,0,11,7,9,17554.3867600405,-8415.69539185134,0.219429834500507,,,
768,3,3,4,3eb4344c0b65,Categorize,Drug overdoses,two,3,3,3,3,4,4,3,4,4,3,Woman,White/Caucasian/European,Doctorate,42,,,,1679528240548,1679530773939,42.2231833333333,2,8,Emily,27,"In the Super Bowl in 2023, the players were complaining about the turf they played on.",0,12,11,11,7662.12302153683,-4676.90712074304,0.0957765377692104,,,
769,3,3,4,3eb4344c0b65,Categorize,Drug-use disorder,two,3,3,3,3,4,4,3,4,4,3,Woman,White/Caucasian/European,Doctorate,42,,,,1679528240548,1679530773939,42.2231833333333,2,8,Emily,27,"In the Super Bowl in 2023, the players were complaining about the turf they played on.",0,12,11,11,0.811146824532808,0.441234520123839,0.0811146824532808,,,
770,4,4,3,3eb4344c0b65,Categorize,Synthetic opioids,two,3,3,3,3,4,4,3,4,4,3,Woman,White/Caucasian/European,Doctorate,42,,,,1679528240548,1679530773939,42.2231833333333,2,8,Emily,27,"In the Super Bowl in 2023, the players were complaining about the turf they played on.",0,12,11,11,10565.1206149571,8894.24192059096,0.132064007686964,,,
771,4,4,5,3a259e288c42,Categorize,Drug overdoses,two,3,2,3,3,4,4,3,5,4,2,Man,White/Caucasian/European,High School,28,,,,1679528268344,1679529970425,28.3680166666667,First,8,Emily,27,The turf used for the super bowl was of terrible quality and cause players to slip and be slowed down.,0,11,11,11,4688.79265902935,999.047473588595,0.0586099082378669,,,
772,4,3,5,3a259e288c42,Categorize,Drug-use disorder,two,3,2,3,3,4,4,3,5,4,2,Man,White/Caucasian/European,High School,28,,,,1679528268344,1679529970425,28.3680166666667,First,8,Emily,27,The turf used for the super bowl was of terrible quality and cause players to slip and be slowed down.,0,11,11,11,0.285565457172217,-0.196133255933953,0.0285565457172217,,,
773,4,4,5,3a259e288c42,Categorize,Synthetic opioids,two,3,2,3,3,4,4,3,5,4,2,Man,White/Caucasian/European,High School,28,,,,1679528268344,1679529970425,28.3680166666667,First,8,Emily,27,The turf used for the super bowl was of terrible quality and cause players to slip and be slowed down.,0,11,11,11,13005.431132728,11499.3896583564,0.1625678891591,,,
774,3,1,3,386d7e395dd8,Categorize,Drug overdoses,two,3,3,3,4,4,4,3,4,4,3,Prefer not to say,Prefer not to say,Prefer not to say,37,,,,1679528396149,1679529125882,12.1622166666667,Second,8,Emily,27,The Eagles complained about the conditions of the field in the 2023 SuperBowl.,0,13,11,11,5883.24305315187,-4120.37231520899,0.0735405381643984,,,
775,2,1,3,386d7e395dd8,Categorize,Drug-use disorder,two,3,3,3,4,4,4,3,4,4,3,Prefer not to say,Prefer not to say,Prefer not to say,37,,,,1679528396149,1679529125882,12.1622166666667,Second,8,Emily,27,The Eagles complained about the conditions of the field in the 2023 SuperBowl.,0,13,11,11,1.64330203700092,1.35909858443789,0.164330203700091,,,
776,2,1,3,386d7e395dd8,Categorize,Synthetic opioids,two,3,3,3,4,4,4,3,4,4,3,Prefer not to say,Prefer not to say,Prefer not to say,37,,,,1679528396149,1679529125882,12.1622166666667,Second,8,Emily,27,The Eagles complained about the conditions of the field in the 2023 SuperBowl.,0,13,11,11,20489.4582477076,18316.698980696,0.256118228096345,,,
777,2,2,2,8ce92a31ee35,Categorize,Drug overdoses,two,4,4,3,3,5,4,2,5,4,2,Woman,White/Caucasian/European,Masters,63,,,,1679528401862,1679529155006,12.5524,First,Seven,June,Nine ,Fake turf affects both teams but do not want to use it as an excuse whey they win or lose.,0,14,11,11,18217.6503243936,-14878.790505676,0.22772062905492,,,
778,2,2,2,8ce92a31ee35,Categorize,Drug-use disorder,two,4,4,3,3,5,4,2,5,4,2,Woman,White/Caucasian/European,Masters,63,,,,1679528401862,1679529155006,12.5524,First,Seven,June,Nine ,Fake turf affects both teams but do not want to use it as an excuse whey they win or lose.,0,14,11,11,0.787094514648573,0.774874226006192,0.0787094514648573,,,
779,2,2,2,8ce92a31ee35,Categorize,Synthetic opioids,two,4,4,3,3,5,4,2,5,4,2,Woman,White/Caucasian/European,Masters,63,,,,1679528401862,1679529155006,12.5524,First,Seven,June,Nine ,Fake turf affects both teams but do not want to use it as an excuse whey they win or lose.,0,14,11,11,9957.62223953376,3231.38411819021,0.124470277994172,,,
780,5,5,5,94f9df066216,Categorize,Drug overdoses,two,4,3,5,5,5,5,1,5,5,1,Woman,Hispanic/Latino,Undergraduate,26,,,,1679528520869,1679530865749,39.0813333333333,first,8,Emily,27,The turf that was played on in the super bowl was a major issue for players and it cause them to become slowed down.,0,17,11,11,9019.8425510844,8181.71001031991,0.112748031888555,,,
781,5,5,5,94f9df066216,Categorize,Drug-use disorder,two,4,3,5,5,5,5,1,5,5,1,Woman,Hispanic/Latino,Undergraduate,26,,,,1679528520869,1679530865749,39.0813333333333,first,8,Emily,27,The turf that was played on in the super bowl was a major issue for players and it cause them to become slowed down.,0,17,11,11,0.342807279943413,0.310917973789022,0.0342807279943413,,,
782,5,5,5,94f9df066216,Categorize,Synthetic opioids,two,4,3,5,5,5,5,1,5,5,1,Woman,Hispanic/Latino,Undergraduate,26,,,,1679528520869,1679530865749,39.0813333333333,first,8,Emily,27,The turf that was played on in the super bowl was a major issue for players and it cause them to become slowed down.,0,17,11,11,8192.39000223358,5973.9972299169,0.10240487502792,,,
783,4,3,5,2a6f157e09a3,Draw,Drug overdoses,two,2,2,3,3,4,4,5,4,4,5,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,26,,,,1679528567188,1679529556077,16.4814833333333,first,8,Emily,27',"Field conditions heavily affected the performance of NFL teams ""The Eagles"" and ""Chiefs"" at the 2023 Super Bowl.",0,10,13,13,6952.25912791892,4504.07843137255,0.0869032390989865,8609.47797326296,-6839.57481940144,0.107618474665787
784,3,3,5,2a6f157e09a3,Draw,Drug-use disorder,two,2,2,3,3,4,4,5,4,4,5,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,26,,,,1679528567188,1679529556077,16.4814833333333,first,8,Emily,27',"Field conditions heavily affected the performance of NFL teams ""The Eagles"" and ""Chiefs"" at the 2023 Super Bowl.",0,10,13,13,2.83026464198095,2.09669440144479,0.283026464198095,3.27806693738966,2.86233552631579,0.327806693738966
785,4,4,5,2a6f157e09a3,Draw,Synthetic opioids,two,2,2,3,3,4,4,5,4,4,5,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,26,,,,1679528567188,1679529556077,16.4814833333333,first,8,Emily,27',"Field conditions heavily affected the performance of NFL teams ""The Eagles"" and ""Chiefs"" at the 2023 Super Bowl.",0,10,13,13,12785.6756735814,-356.796860572484,0.159820945919767,15050.3350686388,-1693.82363804248,0.188129188357985
786,4,3,5,1c09c5d9c706,Control,Drug overdoses,two,3,2,3,3,4,5,4,4,5,4,Woman,White/Caucasian/European,Undergraduate,41,,,,1679528589357,1679529297276,11.79865,second,8,Emily,0,The eagles were explaining that the field conditions during the 2023 Super Bowl were poor and made it harder to play.,0,11,13,13,4854.00397111214,608.696594427245,0.0606750496389018,,,
787,4,2,4,1c09c5d9c706,Control,Drug-use disorder,two,3,2,3,3,4,5,4,4,5,4,Woman,White/Caucasian/European,Undergraduate,41,,,,1679528589357,1679529297276,11.79865,second,8,Emily,0,The eagles were explaining that the field conditions during the 2023 Super Bowl were poor and made it harder to play.,0,11,13,13,0.194394553399328,-0.0126160990712076,0.0194394553399328,,,
788,4,4,5,1c09c5d9c706,Control,Synthetic opioids,two,3,2,3,3,4,5,4,4,5,4,Woman,White/Caucasian/European,Undergraduate,41,,,,1679528589357,1679529297276,11.79865,second,8,Emily,0,The eagles were explaining that the field conditions during the 2023 Super Bowl were poor and made it harder to play.,0,11,13,13,8025.67881273462,5863.0784856879,0.100320985159183,,,
789,4,2,4,cd58e1034b8c,Categorize,Drug-use disorder,two,4,4,4,4,5,4,4,5,5,4,Man,White/Caucasian/European,Undergraduate,41,,,,1679528591486,1679530214801,27.05525,second,8,Emily,27,The field conditions of the most recent super bowl were less than ideal.  It was very hard for defensive linemen to get to the quarterback.,0,16,13,14,0.51180128405637,-0.438538441692467,0.051180128405637,,,
790,5,3,5,cd58e1034b8c,Categorize,Synthetic opioids,two,4,4,4,4,5,4,4,5,5,4,Man,White/Caucasian/European,Undergraduate,41,,,,1679528591486,1679530214801,27.05525,second,8,Emily,27,The field conditions of the most recent super bowl were less than ideal.  It was very hard for defensive linemen to get to the quarterback.,0,16,13,14,3614.38374868377,-2152.84949215143,0.0451797968585472,,,
791,3,2,3,cd0e749b6bc4,Draw,Drug overdoses,two,3,3,2,2,4,3,5,4,3,5,Man,Hispanic/Latino,Undergraduate,47,,,,1679528677523,1679529586422,15.1483166666667,2nd,8,Emily,0,the author thinks that the field condition affected the outcome of the Super Bowl.,0,10,12,12,4424.67294876249,-3680.26109391125,0.0553084118595312,5488.66735459234,-400.998988164356,0.0686083419324043
792,3,3,3,cd0e749b6bc4,Draw,Drug-use disorder,two,3,3,2,2,4,3,5,4,3,5,Man,Hispanic/Latino,Undergraduate,47,,,,1679528677523,1679529586422,15.1483166666667,2nd,8,Emily,0,the author thinks that the field condition affected the outcome of the Super Bowl.,0,10,12,12,0.124691186746859,-0.0211809880716269,0.0124691186746859,0.332598130745252,0.309881320949432,0.0332598130745252
793,3,5,5,cd0e749b6bc4,Draw,Synthetic opioids,two,3,3,2,2,4,3,5,4,3,5,Man,Hispanic/Latino,Undergraduate,47,,,,1679528677523,1679529586422,15.1483166666667,2nd,8,Emily,0,the author thinks that the field condition affected the outcome of the Super Bowl.,0,10,12,12,8089.35937980963,-3965.17636195752,0.10111699224762,14900.9661612089,-4172.00923361034,0.186262077015111
794,4,2,5,ccb320db374b,Control,Drug overdoses,two,3,4,4,4,5,5,5,5,5,5,Man,White/Caucasian/European,Masters,35,,,,1679528747289,1679529125792,6.30838333333333,First,seven,Emily,27,The field conditions for the super bowl were awful and they slowed down the pass rushers a bit.,0,15,15,15,4969.17468460263,-3725.41073271414,0.0621146835575328,,,
